3 35 9 0.4500 0.3756 165
3 35 7 0.2500 0.2927 173
3 35 6 0.2500 0.3774 209
3 35 5 0.2500 0.4483 224
3 35 1 0.2500 0.5479 183
3 35 3 0.2500 0.5927 205
3 35 10 0.2500 0.5725 256
3 35 2 0.2500 0.8058 307
3 35 9 0.2500 0.9204 362
3 35 4 0.2500 0.9959 253
3 35 8 0.2500 1.5152 292
3 35 6 0.1000 0.7725 261
3 35 7 0.1000 0.9895 275
3 35 5 0.1000 1.0263 333
3 35 10 0.1000 1.1078 349
3 35 1 0.1000 1.4842 355
3 35 2 0.1000 1.8135 467
3 35 3 0.1000 1.8502 415
3 35 9 0.1000 2.0193 605
3 35 4 0.1000 2.3550 433
3 35 8 0.1000 2.7299 497
3 40 5 0.4500 0.3037 79
3 40 6 0.4500 0.4365 93
3 40 3 0.4500 0.3978 127
3 40 7 0.4500 0.4363 229
3 40 4 0.4500 0.6286 152
3 40 10 0.4500 0.6591 238
3 40 2 0.4500 0.6975 253
3 40 1 0.4500 0.8784 242
3 40 8 0.4500 1.0028 299
3 40 9 0.4500 0.9820 373
3 40 5 0.2500 0.9687 203
3 40 6 0.2500 1.6477 218
3 40 3 0.2500 1.7504 280
3 40 10 0.2500 2.2461 348
3 40 8 0.2500 2.4834 580
3 40 7 0.2500 2.6973 659
3 40 4 0.2500 2.8019 538
3 40 1 0.2500 2.7476 455
3 40 2 0.2500 3.1574 522
3 40 9 0.2500 3.2222 680
3 40 5 0.1000 2.9701 367
3 40 8 0.1000 4.4725 654
3 40 6 0.1000 4.8166 483
3 40 10 0.1000 4.7932 484
3 40 3 0.1000 4.8547 530
3 40 7 0.1000 6.1538 1057
3 40 2 0.1000 6.4784 853
3 40 9 0.1000 7.1554 1025
3 40 1 0.1000 7.5385 760
3 40 4 0.1000 9.3442 913
3 45 5 0.4500 0.4187 133
3 45 3 0.4500 0.6223 165
3 45 6 0.4500 0.6830 291
3 45 7 0.4500 0.9079 187
3 45 4 0.4500 1.0212 206
3 45 9 0.4500 1.5396 334
3 45 8 0.4500 1.8918 426
3 45 10 0.4500 1.9927 354
3 45 2 0.4500 2.8289 479
3 45 1 0.4500 3.3443 513
3 45 3 0.2500 2.1768 457
3 45 6 0.2500 2.2155 523
3 45 5 0.2500 2.3183 313
3 45 7 0.2500 3.4925 490
3 45 9 0.2500 3.6506 564
3 45 4 0.2500 5.2293 546
3 45 10 0.2500 5.9101 717
3 45 8 0.2500 7.1023 942
3 45 1 0.2500 11.5324 934
3 45 2 0.2500 11.7128 985
3 45 3 0.1000 5.4920 588
3 45 6 0.1000 6.6868 1029
3 45 9 0.1000 8.1828 907
3 45 5 0.1000 8.3854 615
3 45 7 0.1000 9.4099 743
3 45 10 0.1000 12.1867 1053
3 45 4 0.1000 15.0177 918
3 45 8 0.1000 20.0433 1640
3 45 2 0.1000 29.9283 1813
3 45 1 0.1000 30.1011 1584
3 50 4 0.4500 1.6683 387
3 50 5 0.4500 1.7851 385
3 50 6 0.4500 1.9889 725
3 50 7 0.4500 2.1120 344
3 50 3 0.4500 2.8986 364
3 50 1 0.4500 4.7992 731
3 50 2 0.4500 5.5262 1061
3 50 10 0.4500 5.7768 480
3 50 9 0.4500 11.0414 907
3 50 8 0.4500 13.6605 1190
3 50 6 0.2500 7.5722 1278
3 50 4 0.2500 7.9498 545
3 50 5 0.2500 7.9567 1119
3 50 7 0.2500 11.4856 656
3 50 3 0.2500 16.7538 1016
3 50 10 0.2500 17.7306 1075
3 50 2 0.2500 23.7911 1570
3 50 1 0.2500 24.4803 1516
3 50 9 0.2500 31.9591 1432
3 50 8 0.2500 52.7984 2233
3 50 5 0.1000 23.2161 1264
3 50 6 0.1000 23.7797 2189
3 50 4 0.1000 24.0793 928
3 50 7 0.1000 29.6028 1002
3 50 10 0.1000 51.7188 2017
3 50 1 0.1000 56.2427 2194
3 50 3 0.1000 61.8974 1724
3 50 2 0.1000 62.0901 2201
3 50 9 0.1000 106.2065 2395
3 50 8 0.1000 135.9001 3084
3 60 6 0.4500 10.0985 807
3 60 5 0.4500 10.2023 1015
3 60 3 0.4500 11.8834 499
3 60 7 0.4500 13.3990 861
3 60 2 0.4500 13.9546 745
3 60 9 0.4500 15.3913 776
3 60 4 0.4500 16.8544 911
3 60 10 0.4500 24.0707 886
3 60 8 0.4500 35.0560 1250
3 60 1 0.4500 51.8985 1347
3 60 5 0.2500 35.7426 1319
3 60 6 0.2500 44.0030 1838
3 60 2 0.2500 54.8881 1563
3 60 3 0.2500 71.1965 1177
3 60 9 0.2500 77.7103 1492
3 60 4 0.2500 81.3984 1723
3 60 7 0.2500 81.3776 1879
3 60 10 0.2500 86.5883 1915
3 60 8 0.2500 224.5476 3301
3 60 1 0.2500 274.9634 2610
3 60 5 0.1000 133.5448 2013
3 60 6 0.1000 170.5545 3294
3 60 2 0.1000 181.8254 2740
3 60 3 0.1000 205.9527 2231
3 60 9 0.1000 218.1076 2676
3 60 7 0.1000 229.3991 3043
3 60 10 0.1000 247.5528 2777
3 60 4 0.1000 269.8623 2696
3 60 8 0.1000 641.0332 5373
3 60 1 0.1000 883.8864 4713
3 70 7 0.4500 24.7456 1019
3 70 2 0.4500 27.6551 1090
3 70 3 0.4500 36.4707 1286
3 70 10 0.4500 47.1570 763
3 70 4 0.4500 65.5717 1587
3 70 5 0.4500 65.8726 1304
3 70 6 0.4500 102.4994 2299
3 70 8 0.4500 105.4649 2282
3 70 9 0.4500 137.4180 2350
3 70 1 0.4500 174.2135 1971
3 70 10 0.2500 173.2773 1936
3 70 7 0.2500 178.2709 2702
3 70 3 0.2500 194.5621 2499
3 70 2 0.2500 224.1144 2869
3 70 4 0.2500 326.6296 3248
3 70 5 0.2500 352.3585 3197
3 70 8 0.2500 410.9364 3261
3 70 9 0.2500 488.3322 3933
3 70 6 0.2500 548.3740 4918
3 70 1 0.2500 756.6849 4039
3 70 10 0.1000 559.3257 3594
3 70 3 0.1000 669.4487 4823
3 70 7 0.1000 700.0986 3871
3 70 2 0.1000 762.8229 4217
3 70 4 0.1000 1114.3146 5701
3 70 8 0.1000 1289.6258 5276
3 70 5 0.1000 1323.5585 5883
3 70 9 0.1000 2193.4727 7035
3 70 6 0.1000 2436.3965 9188
3 70 1 0.1000 3263.4114 6606
3 80 5 0.4500 91.6118 1797
3 80 3 0.4500 134.1790 2153
3 80 10 0.4500 143.6331 1393
3 80 6 0.4500 214.9862 2440
3 80 1 0.4500 276.7987 2228
3 80 2 0.4500 279.3285 2065
3 80 4 0.4500 315.7551 3379
3 80 7 0.4500 329.7119 1984
3 80 9 0.4500 392.5392 1943
3 80 8 0.4500 424.7760 1967
3 80 5 0.2500 472.1541 4159
3 80 6 0.2500 811.4718 4224
3 80 10 0.2500 1044.1668 3109
3 80 3 0.2500 1376.7827 5247
3 80 2 0.2500 1588.5679 5226
3 80 7 0.2500 1615.4711 4557
3 80 4 0.2500 1802.2106 6810
3 80 1 0.2500 1941.4746 4645
3 80 8 0.2500 2816.5958 4712
3 80 9 0.2500 2966.2082 5494
3 80 5 0.1000 3036.9305 6204
3 80 10 0.1000 3766.2440 5782
3 80 7 0.1000 6435.4100 6986
3 80 6 0.1000 7107.4381 6480
3 80 3 0.1000 7685.7574 8239
3 80 1 0.1000 8925.4027 9523
3 80 2 0.1000 10049.2381 8869
3 80 4 0.1000 10414.7732 10359
3 80 8 0.1000 10866.3727 7398
3 80 9 0.1000 11937.9765 9054
3 90 2 0.4500 202.9917 1649
3 90 10 0.4500 398.3026 2171
3 90 3 0.4500 489.5283 3890
3 90 4 0.4500 551.4417 2489
3 90 8 0.4500 589.2724 1925
3 90 6 0.4500 721.0252 4991
3 90 5 0.4500 775.7515 3828
3 90 9 0.4500 1402.6490 3956
3 90 7 0.4500 1608.5000 4517
3 90 1 0.4500 3633.0163 7594
3 90 2 0.2500 2273.7995 5080
3 90 10 0.2500 2983.8582 4670
3 90 8 0.2500 4028.6827 4567
3 90 4 0.2500 4386.0731 5739
3 90 5 0.2500 4472.0907 7325
3 90 3 0.2500 5041.8705 7667
3 90 6 0.2500 6182.0660 8695
3 90 9 0.2500 11345.1247 8975
3 90 7 0.2500 17358.8443 11032
3 90 1 0.2500 17801.1743 14161
3 90 2 0.1000 17259.9984 8794
3 90 10 0.1000 19049.1700 8420
3 90 8 0.1000 22343.7369 8755
3 90 3 0.1000 27348.8632 13492
3 90 5 0.1000 28326.3152 11675
3 90 4 0.1000 31481.5327 11321
3 90 6 0.1000 35591.0653 11769
3 90 9 0.1000 55856.4531 15843
3 90 1 0.1000 63513.4784 20727
3 90 7 0.1000 78253.2451 19592
3 100 8 0.4500 523.5855 2634
3 100 10 0.4500 1017.9121 2838
3 100 2 0.4500 1133.2541 4458
3 100 4 0.4500 1335.0839 3081
3 100 9 0.4500 1900.3343 4026
3 100 5 0.4500 2167.4237 4411
3 100 7 0.4500 2927.1641 5787
3 100 6 0.4500 4322.2938 5486
3 100 3 0.4500 4976.4999 6981
3 100 1 0.4500 6282.0427 6356
3 100 8 0.2500 5241.1604 5633
3 100 2 0.2500 7492.5737 5259
3 100 10 0.2500 8800.2135 6645
3 100 4 0.2500 10068.4700 8723
3 100 7 0.2500 15653.5819 10372
3 100 9 0.2500 16308.4177 9639
3 100 6 0.2500 23673.3783 8908
3 100 5 0.2500 25703.0303 11444
3 100 3 0.2500 34606.7061 14759
3 100 1 0.2500 35531.5943 13989
3 100 8 0.1000 27197.1654 10987
3 100 2 0.1000 34461.2045 8828
3 100 4 0.1000 69264.5590 14086
3 100 10 0.1000 78070.5971 14025
3 100 9 0.1000 78269.9967 16052
3 100 7 0.1000 91903.0203 17945
3 100 6 0.1000 94767.6666 14341
3 100 5 0.1000 114107.7156 17314
3 100 3 0.1000 121090.3926 20183
3 100 1 0.1000 150491.4376 24667
3 150 2 0.4500 41594.3530 8821
3 150 10 0.4500 144524.0161 11306
3 150 8 0.4500 147212.8533 13376
3 150 9 0.4500 180546.8011 14765
3 150 4 0.4500 194213.2507 13635
3 150 5 0.4500 223320.2240 13122
3 150 3 0.4500 239806.2899 13364
3 150 7 0.4500 361040.0117 26439
3 150 1 0.4500 489594.0464 24354
3 150 6 0.4500 512692.7016 17930
